ID,UTC,day,month,hour,n1-CO,n1-NO2,n1-pm10,n1-pm25,n2-CO,n2-NO2,n2-pm10,n2-pm25
409,4/18/2025 1:00:00,18,4,1,68885.75,20000.0,3.3,2.4,1500000.0,20000.0,2.5,1.2
410,4/18/2025 2:00:00,18,4,2,51567.03,20000.0,2.3,2.1,1500000.0,20000.0,5.2,1.9
411,4/18/2025 3:00:00,18,4,3,1464981.12,20000.0,3.4,2.2,1500000.0,20000.0,2.5,0.8
412,4/18/2025 4:00:00,18,4,4,51871.07,20000.0,2.4,2.1,1500000.0,20000.0,0.4,0.4
413,4/18/2025 5:00:00,18,4,5,53989.29,20000.0,3.0,2.2,1500000.0,20000.0,1.2,0.4
414,4/18/2025 6:00:00,18,4,6,1500000.0,20000.0,2.7,2.0,1500000.0,20000.0,0.6,0.2
415,4/18/2025 7:00:00,18,4,7,135956.61,20000.0,2.1,1.9,1500000.0,20000.0,1.8,0.6
416,4/18/2025 8:00:00,18,4,8,63075.54,20000.0,1.9,1.8,1500000.0,20000.0,0.6,0.3
417,4/18/2025 9:00:00,18,4,9,1500000.0,20000.0,2.3,1.8,1500000.0,20000.0,2.3,0.5
418,4/18/2025 10:00:00,18,4,10,53043.7,20000.0,1.7,1.5,1500000.0,20000.0,0.3,0.2
419,4/18/2025 11:00:00,18,4,11,1500000.0,20000.0,1.6,1.5,1500000.0,20000.0,0.5,0.1
420,4/18/2025 12:00:00,18,4,12,521333.31,20000.0,1.5,1.4,1500000.0,20000.0,0.2,0.1
421,4/18/2025 13:00:00,18,4,13,50844.93,20000.0,1.4,1.3,1500000.0,20000.0,0.4,0.1
422,4/18/2025 14:00:00,18,4,14,1500000.0,20000.0,1.3,1.2,1500000.0,20000.0,0.8,0.3
423,4/18/2025 15:00:00,18,4,15,53735.39,20000.0,1.5,1.4,1500000.0,20000.0,0.8,0.4
424,4/18/2025 16:00:00,18,4,16,56200.25,20000.0,1.4,1.3,1500000.0,20000.0,1.1,0.4
425,4/18/2025 17:00:00,18,4,17,1500000.0,20000.0,1.2,1.1,1500000.0,20000.0,0.3,0.3
426,4/18/2025 18:00:00,18,4,18,56333.33,20000.0,1.2,1.1,1500000.0,20000.0,0.8,0.5
427,4/18/2025 19:00:00,18,4,19,56667.54,20000.0,1.2,1.1,1500000.0,20000.0,0.4,0.3
428,4/18/2025 20:00:00,18,4,20,170758.17,20000.0,1.2,1.1,1500000.0,20000.0,1.1,0.5
429,4/18/2025 21:00:00,18,4,21,1322829.12,20000.0,1.3,1.2,1500000.0,20000.0,0.8,0.4
430,4/18/2025 22:00:00,18,4,22,319750.56,20000.0,1.3,1.2,1500000.0,20000.0,0.6,0.4
431,4/18/2025 23:00:00,18,4,23,1500000.0,20000.0,1.2,1.1,1500000.0,20000.0,0.8,0.3
432,4/19/2025 0:00:00,19,4,0,59491.7,20000.0,1.1,1.0,1500000.0,20000.0,1.6,0.4
433,4/19/2025 1:00:00,19,4,1,1500000.0,20000.0,1.2,1.1,1500000.0,20000.0,0.8,0.6
434,4/19/2025 2:00:00,19,4,2,54823.37,20000.0,1.2,1.1,1500000.0,20000.0,2.0,0.3
435,4/19/2025 3:00:00,19,4,3,800989.44,20000.0,0.9,0.9,1500000.0,20000.0,0.5,0.3
436,4/19/2025 4:00:00,19,4,4,59420.98,20000.0,1.0,1.0,1500000.0,20000.0,1.0,0.5
437,4/19/2025 5:00:00,19,4,5,172247.59,20000.0,1.2,1.1,1500000.0,20000.0,0.8,0.7
438,4/19/2025 6:00:00,19,4,6,52981.28,20000.0,0.9,0.9,1500000.0,20000.0,0.5,0.4
439,4/19/2025 7:00:00,19,4,7,1500000.0,20000.0,1.0,1.0,1500000.0,20000.0,0.9,0.5
440,4/19/2025 8:00:00,19,4,8,1500000.0,20000.0,1.0,1.0,1500000.0,20000.0,0.3,0.2
441,4/19/2025 9:00:00,19,4,9,53608.91,20000.0,1.0,1.0,1500000.0,20000.0,0.3,0.3
442,4/19/2025 10:00:00,19,4,10,1500000.0,20000.0,1.1,1.0,1500000.0,20000.0,1.1,0.4
443,4/19/2025 11:00:00,19,4,11,1500000.0,20000.0,0.9,0.9,1500000.0,20000.0,1.3,0.4
444,4/19/2025 12:00:00,19,4,12,95462.23,20000.0,0.9,0.9,1500000.0,20000.0,0.3,0.3
445,4/19/2025 13:00:00,19,4,13,52176.98,20000.0,0.9,0.9,1500000.0,20000.0,0.6,0.4
446,4/19/2025 14:00:00,19,4,14,1500000.0,20000.0,1.0,0.9,1500000.0,20000.0,0.6,0.2
447,4/19/2025 15:00:00,19,4,15,1500000.0,20000.0,0.7,0.7,1500000.0,20000.0,0.6,0.4
448,4/19/2025 16:00:00,19,4,16,1500000.0,20000.0,0.9,0.9,1500000.0,20000.0,2.2,0.5
449,4/19/2025 17:00:00,19,4,17,69644.84,20000.0,0.9,0.9,1500000.0,20000.0,0.9,0.7
450,4/19/2025 18:00:00,19,4,18,56466.75,20000.0,0.9,0.9,1500000.0,20000.0,1.5,1.2
451,4/19/2025 19:00:00,19,4,19,237671.41,20000.0,0.9,0.9,1500000.0,20000.0,3.3,1.6
452,4/19/2025 20:00:00,19,4,20,1500000.0,20000.0,0.9,0.9,1500000.0,20000.0,2.2,1.5
453,4/19/2025 21:00:00,19,4,21,63302.82,20000.0,1.0,1.0,1500000.0,20000.0,2.7,1.5
454,4/19/2025 22:00:00,19,4,22,1500000.0,20000.0,0.9,0.9,1500000.0,20000.0,5.4,3.3
455,4/19/2025 23:00:00,19,4,23,52299.88,20000.0,1.0,1.0,1500000.0,20000.0,3.1,2.3
457,4/20/2025 1:00:00,20,4,1,1500000.0,20000.0,1.0,1.0,1500000.0,20000.0,3.1,2.2
458,4/20/2025 2:00:00,20,4,2,901343.19,20000.0,1.0,1.0,1500000.0,20000.0,2.0,1.7
460,4/20/2025 4:00:00,20,4,4,1500000.0,20000.0,2.2,1.3,1500000.0,20000.0,4.5,2.6
461,4/20/2025 5:00:00,20,4,5,55474.43,20000.0,1.2,1.1,1500000.0,20000.0,2.5,1.8
462,4/20/2025 6:00:00,20,4,6,1500000.0,20000.0,1.3,1.2,1500000.0,20000.0,2.8,1.7
463,4/20/2025 7:00:00,20,4,7,60780.77,20000.0,1.1,1.0,1500000.0,20000.0,3.4,1.7
464,4/20/2025 8:00:00,20,4,8,52484.79,20000.0,1.2,1.1,1500000.0,20000.0,3.6,2.5
465,4/20/2025 9:00:00,20,4,9,60708.34,20000.0,1.3,1.2,1500000.0,20000.0,2.0,1.6
466,4/20/2025 10:00:00,20,4,10,1500000.0,20000.0,1.3,1.2,1500000.0,20000.0,1.5,1.3
467,4/20/2025 11:00:00,20,4,11,1500000.0,20000.0,1.3,1.2,1500000.0,20000.0,1.0,0.9
468,4/20/2025 12:00:00,20,4,12,62849.21,20000.0,1.6,1.1,1500000.0,20000.0,3.5,0.9
469,4/20/2025 13:00:00,20,4,13,56200.25,20000.0,1.0,1.0,1500000.0,20000.0,1.1,1.0
470,4/20/2025 14:00:00,20,4,14,551022.38,20000.0,1.3,1.2,1500000.0,20000.0,1.2,0.8
471,4/20/2025 15:00:00,20,4,15,1500000.0,20000.0,1.3,1.2,1500000.0,20000.0,1.1,1.0
472,4/20/2025 16:00:00,20,4,16,1500000.0,20000.0,1.3,1.2,1500000.0,20000.0,1.7,1.2
473,4/20/2025 17:00:00,20,4,17,62548.87,20000.0,1.4,1.3,1500000.0,20000.0,2.3,1.1
474,4/20/2025 18:00:00,20,4,18,1500000.0,20000.0,1.2,1.1,1500000.0,20000.0,1.3,1.2
475,4/20/2025 19:00:00,20,4,19,66828.13,20000.0,1.2,1.1,1500000.0,20000.0,4.5,2.1
476,4/20/2025 20:00:00,20,4,20,1500000.0,20000.0,1.3,1.2,1500000.0,20000.0,2.2,1.9
477,4/20/2025 21:00:00,20,4,21,58095.09,20000.0,1.0,1.0,1500000.0,20000.0,3.6,2.4
478,4/20/2025 22:00:00,20,4,22,60853.29,20000.0,1.4,1.3,1500000.0,20000.0,3.1,2.6
479,4/20/2025 23:00:00,20,4,23,53925.69,20000.0,1.4,1.3,1500000.0,20000.0,2.9,2.5
480,4/21/2025 0:00:00,21,4,0,54436.71,20000.0,1.5,1.2,1500000.0,20000.0,3.2,2.6
481,4/21/2025 1:00:00,21,4,1,299155.5,20000.0,1.5,1.4,1500000.0,20000.0,16.7,11.0
484,4/21/2025 4:00:00,21,4,4,61290.54,20000.0,1.8,1.7,1500000.0,20000.0,5.0,2.2
490,4/21/2025 10:00:00,21,4,10,55408.95,20000.0,1.9,1.6,1500000.0,20000.0,1.6,1.1
492,4/21/2025 12:00:00,21,4,12,1500000.0,20000.0,1.6,1.5,1500000.0,20000.0,1.1,1.0
494,4/21/2025 14:00:00,21,4,14,55147.87,20000.0,1.5,1.4,1500000.0,20000.0,1.7,1.2
495,4/21/2025 15:00:00,21,4,15,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,1.8,0.8
497,4/21/2025 17:00:00,21,4,17,221909.39,20000.0,1.4,1.3,1500000.0,20000.0,1.6,1.1
499,4/21/2025 19:00:00,21,4,19,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,2.1,1.8
500,4/21/2025 20:00:00,21,4,20,73413.23,20000.0,1.4,1.3,1500000.0,20000.0,3.0,1.7
501,4/21/2025 21:00:00,21,4,21,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,3.6,2.6
502,4/21/2025 22:00:00,21,4,22,1500000.0,20000.0,1.6,1.5,1500000.0,20000.0,4.4,1.8
503,4/21/2025 23:00:00,21,4,23,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,2.7,2.0
504,4/22/2025 0:00:00,22,4,0,58510.21,20000.0,1.7,1.6,1500000.0,20000.0,3.2,2.0
505,4/22/2025 1:00:00,22,4,1,60204.02,20000.0,1.5,1.4,1500000.0,20000.0,4.7,2.5
506,4/22/2025 2:00:00,22,4,2,58095.09,20000.0,1.6,1.5,1500000.0,20000.0,2.3,1.6
507,4/22/2025 3:00:00,22,4,3,1500000.0,20000.0,1.6,1.5,1500000.0,20000.0,3.4,1.7
508,4/22/2025 4:00:00,22,4,4,70242.13,20000.0,1.6,1.5,1500000.0,20000.0,2.3,1.7
509,4/22/2025 5:00:00,22,4,5,1500000.0,20000.0,1.6,1.5,1500000.0,20000.0,2.6,1.9
510,4/22/2025 6:00:00,22,4,6,62849.21,20000.0,6.5,3.6,1500000.0,20000.0,7.8,2.8
511,4/22/2025 7:00:00,22,4,7,70845.59,20000.0,5.3,3.8,1500000.0,20000.0,2.5,1.9
512,4/22/2025 8:00:00,22,4,8,1500000.0,20000.0,6.3,4.6,1500000.0,20000.0,5.4,2.5
513,4/22/2025 9:00:00,22,4,9,1500000.0,20000.0,11.8,6.0,1500000.0,20000.0,6.9,3.8
514,4/22/2025 10:00:00,22,4,10,54372.55,20000.0,7.9,4.8,1500000.0,20000.0,4.7,2.0
515,4/22/2025 11:00:00,22,4,11,1500000.0,20000.0,13.3,4.5,1500000.0,20000.0,2.3,1.3
516,4/22/2025 12:00:00,22,4,12,53106.18,20000.0,4.2,2.7,1500000.0,20000.0,2.5,1.3
517,4/22/2025 13:00:00,22,4,13,1500000.0,20000.0,3.7,2.4,1500000.0,20000.0,1.7,1.3
518,4/22/2025 14:00:00,22,4,14,1500000.0,20000.0,7.3,2.7,1500000.0,20000.0,4.6,1.9
519,4/22/2025 15:00:00,22,4,15,1500000.0,20000.0,4.4,2.4,1500000.0,20000.0,1.2,0.9
520,4/22/2025 16:00:00,22,4,16,1500000.0,20000.0,6.3,2.7,1500000.0,20000.0,1.6,1.3
521,4/22/2025 17:00:00,22,4,17,63836.79,20000.0,5.0,2.5,1500000.0,20000.0,1.5,1.3
522,4/22/2025 18:00:00,22,4,18,1500000.0,20000.0,3.4,2.5,1500000.0,20000.0,2.1,1.4
523,4/22/2025 19:00:00,22,4,19,53989.29,20000.0,4.1,2.2,1500000.0,20000.0,1.8,1.3
524,4/22/2025 20:00:00,22,4,20,55539.99,20000.0,2.6,2.1,1500000.0,20000.0,3.2,1.7
525,4/22/2025 21:00:00,22,4,21,1500000.0,20000.0,2.7,2.2,1500000.0,20000.0,1.3,1.0
526,4/22/2025 22:00:00,22,4,22,79296.3,20000.0,2.3,2.1,1500000.0,20000.0,1.4,1.2
527,4/22/2025 23:00:00,22,4,23,1500000.0,20000.0,2.4,1.8,1500000.0,20000.0,3.0,1.8
528,4/23/2025 0:00:00,23,4,0,1500000.0,20000.0,2.5,2.0,1500000.0,20000.0,2.1,1.6
529,4/23/2025 1:00:00,23,4,1,68551.55,20000.0,2.3,1.9,1500000.0,20000.0,2.7,1.6
530,4/23/2025 2:00:00,23,4,2,1500000.0,20000.0,2.1,1.9,1500000.0,20000.0,1.6,1.3
531,4/23/2025 3:00:00,23,4,3,1500000.0,20000.0,2.5,1.8,1500000.0,20000.0,4.2,1.7
532,4/23/2025 4:00:00,23,4,4,55017.82,20000.0,1.9,1.7,1500000.0,20000.0,2.2,1.7
533,4/23/2025 5:00:00,23,4,5,1500000.0,20000.0,1.7,1.6,1500000.0,20000.0,2.0,1.2
534,4/23/2025 6:00:00,23,4,6,1500000.0,20000.0,3.8,2.6,1500000.0,20000.0,2.9,1.6
535,4/23/2025 7:00:00,23,4,7,276125.03,20000.0,8.9,4.2,1500000.0,20000.0,3.2,2.6
536,4/23/2025 8:00:00,23,4,8,1500000.0,20000.0,7.5,5.0,1500000.0,20000.0,5.8,2.9
537,4/23/2025 9:00:00,23,4,9,1500000.0,20000.0,14.8,5.5,1500000.0,20000.0,8.0,3.8
538,4/23/2025 10:00:00,23,4,10,69390.71,20000.0,11.3,5.1,1500000.0,20000.0,5.3,2.1
539,4/23/2025 11:00:00,23,4,11,60780.77,20000.0,5.8,2.9,1500000.0,20000.0,2.3,2.1
540,4/23/2025 12:00:00,23,4,12,51264.87,20000.0,4.4,2.7,1500000.0,20000.0,3.2,1.5
541,4/23/2025 13:00:00,23,4,13,58302.23,20000.0,5.5,3.1,1500000.0,20000.0,2.8,1.4
542,4/23/2025 14:00:00,23,4,14,1500000.0,20000.0,8.3,3.5,1500000.0,20000.0,0.9,0.8
543,4/23/2025 15:00:00,23,4,15,1500000.0,20000.0,4.9,2.6,1500000.0,20000.0,1.6,1.2
544,4/23/2025 16:00:00,23,4,16,542227.94,20000.0,4.0,3.1,1500000.0,20000.0,3.8,1.6
545,4/23/2025 17:00:00,23,4,17,199190.47,20000.0,6.7,3.6,1500000.0,20000.0,2.5,1.7
546,4/23/2025 18:00:00,23,4,18,335505.97,20000.0,4.2,3.0,1500000.0,20000.0,2.5,1.9
547,4/23/2025 19:00:00,23,4,19,51993.2,20000.0,3.3,2.8,1500000.0,20000.0,2.4,1.9
548,4/23/2025 20:00:00,23,4,20,1500000.0,20000.0,2.9,2.6,1500000.0,20000.0,3.4,2.2
549,4/23/2025 21:00:00,23,4,21,58440.79,20000.0,2.7,2.5,1500000.0,20000.0,2.1,1.9
550,4/23/2025 22:00:00,23,4,22,52732.42,20000.0,2.5,2.3,1500000.0,20000.0,1.8,1.5
551,4/23/2025 23:00:00,23,4,23,61805.16,20000.0,2.7,2.3,1500000.0,20000.0,3.3,2.5
552,4/24/2025 0:00:00,24,4,0,58928.62,20000.0,2.5,2.3,1500000.0,20000.0,3.0,2.0
553,4/24/2025 1:00:00,24,4,1,1500000.0,20000.0,2.3,2.1,1500000.0,20000.0,3.2,2.5
554,4/24/2025 2:00:00,24,4,2,63075.54,20000.0,2.5,2.3,1500000.0,20000.0,5.1,3.3
555,4/24/2025 3:00:00,24,4,3,53608.91,20000.0,2.2,2.0,1500000.0,20000.0,4.2,2.8
556,4/24/2025 4:00:00,24,4,4,266639.94,20000.0,2.4,2.2,1500000.0,20000.0,3.8,2.8
557,4/24/2025 5:00:00,24,4,5,51144.52,20000.0,178.3,14.1,1500000.0,20000.0,5.6,2.9
558,4/24/2025 6:00:00,24,4,6,1097785.62,20000.0,6.2,4.1,1500000.0,20000.0,3.8,3.2
559,4/24/2025 7:00:00,24,4,7,294727.09,20000.0,6.8,4.1,1500000.0,20000.0,6.6,3.8
560,4/24/2025 8:00:00,24,4,8,1500000.0,20000.0,15.2,7.2,1500000.0,20000.0,3.5,2.7
561,4/24/2025 9:00:00,24,4,9,107700.78,20000.0,11.0,6.9,1500000.0,20000.0,4.2,2.9
562,4/24/2025 10:00:00,24,4,10,51932.1,20000.0,10.6,7.9,1500000.0,20000.0,5.7,3.0
563,4/24/2025 11:00:00,24,4,11,1500000.0,20000.0,7.7,3.5,1500000.0,20000.0,1.6,1.2
564,4/24/2025 12:00:00,24,4,12,66586.1,20000.0,5.7,2.8,1500000.0,20000.0,1.7,1.2
565,4/24/2025 13:00:00,24,4,13,76379.52,20000.0,2.5,2.1,1500000.0,20000.0,1.4,1.3
566,4/24/2025 14:00:00,24,4,14,1500000.0,20000.0,4.4,2.1,1500000.0,20000.0,1.6,1.3
567,4/24/2025 15:00:00,24,4,15,52176.98,20000.0,6.6,3.6,1500000.0,20000.0,0.9,0.8
568,4/24/2025 16:00:00,24,4,16,1500000.0,20000.0,5.3,3.1,1500000.0,20000.0,2.4,1.8
569,4/24/2025 17:00:00,24,4,17,71455.28,20000.0,4.0,2.8,1500000.0,20000.0,1.4,1.3
570,4/24/2025 18:00:00,24,4,18,62924.56,20000.0,4.5,3.2,1500000.0,20000.0,3.3,2.3
571,4/24/2025 19:00:00,24,4,19,1500000.0,20000.0,3.7,2.7,1500000.0,20000.0,2.9,2.0
572,4/24/2025 20:00:00,24,4,20,1089666.62,20000.0,4.0,2.6,1500000.0,20000.0,2.2,1.6
573,4/24/2025 21:00:00,24,4,21,73142.43,20000.0,3.3,2.5,1500000.0,20000.0,3.0,1.9
575,4/24/2025 23:00:00,24,4,23,414873.16,20000.0,2.5,2.3,1500000.0,20000.0,4.2,2.1
576,4/25/2025 0:00:00,25,4,0,1500000.0,20000.0,2.4,2.2,1500000.0,20000.0,4.3,3.6
577,4/25/2025 1:00:00,25,4,1,66505.66,20000.0,3.0,2.3,1500000.0,20000.0,3.9,2.5
578,4/25/2025 2:00:00,25,4,2,1500000.0,20000.0,2.1,1.9,1500000.0,20000.0,5.6,3.1
579,4/25/2025 3:00:00,25,4,3,1500000.0,20000.0,2.0,1.9,1500000.0,20000.0,3.1,2.2
580,4/25/2025 4:00:00,25,4,4,1500000.0,20000.0,2.1,1.9,1500000.0,20000.0,3.8,2.2
581,4/25/2025 5:00:00,25,4,5,53168.75,20000.0,2.3,1.8,1500000.0,20000.0,5.2,2.2
582,4/25/2025 6:00:00,25,4,6,1140185.12,20000.0,15.1,3.4,1500000.0,20000.0,5.7,4.3
583,4/25/2025 7:00:00,25,4,7,1500000.0,20000.0,9.5,5.2,1500000.0,20000.0,6.1,4.4
584,4/25/2025 8:00:00,25,4,8,60636.0,20000.0,10.4,5.8,1500000.0,20000.0,5.6,4.1
585,4/25/2025 9:00:00,25,4,9,1500000.0,20000.0,8.3,4.9,1500000.0,20000.0,3.3,2.4
586,4/25/2025 10:00:00,25,4,10,1500000.0,20000.0,5.6,4.4,1500000.0,20000.0,4.5,3.1
587,4/25/2025 11:00:00,25,4,11,61363.77,20000.0,6.0,3.6,1500000.0,20000.0,2.9,2.3
588,4/25/2025 12:00:00,25,4,12,58928.62,20000.0,6.8,2.4,1500000.0,20000.0,1.5,1.3
589,4/25/2025 13:00:00,25,4,13,123318.81,20000.0,3.8,2.6,1500000.0,20000.0,1.6,1.4
590,4/25/2025 14:00:00,25,4,14,54436.71,20000.0,3.1,2.5,1500000.0,20000.0,2.1,1.4
591,4/25/2025 15:00:00,25,4,15,68885.75,20000.0,157.5,21.0,1500000.0,20000.0,2.0,1.5
592,4/25/2025 16:00:00,25,4,16,51810.11,20000.0,37.6,7.9,1500000.0,20000.0,1.5,1.2
593,4/25/2025 17:00:00,25,4,17,52361.44,20000.0,25.5,6.8,1500000.0,20000.0,1.8,1.5
594,4/25/2025 18:00:00,25,4,18,68634.92,20000.0,22.3,5.6,1500000.0,20000.0,1.7,1.1
595,4/25/2025 19:00:00,25,4,19,1500000.0,20000.0,14.1,4.9,1500000.0,20000.0,2.1,1.5
596,4/25/2025 20:00:00,25,4,20,129703.42,20000.0,13.2,4.3,1500000.0,20000.0,2.3,1.5
597,4/25/2025 21:00:00,25,4,21,1114376.75,20000.0,10.6,4.0,1500000.0,20000.0,1.6,1.4
598,4/25/2025 22:00:00,25,4,22,1500000.0,20000.0,8.0,3.6,1500000.0,20000.0,3.8,1.8
599,4/25/2025 23:00:00,25,4,23,56133.85,20000.0,9.1,3.9,1500000.0,20000.0,3.4,1.8
600,4/26/2025 0:00:00,26,4,0,59562.5,20000.0,6.7,3.3,1500000.0,20000.0,2.3,1.7
601,4/26/2025 1:00:00,26,4,1,1097785.62,20000.0,6.2,3.0,1500000.0,20000.0,1.2,1.1
602,4/26/2025 2:00:00,26,4,2,1500000.0,20000.0,4.0,2.6,1500000.0,20000.0,1.4,1.0
603,4/26/2025 3:00:00,26,4,3,58164.05,20000.0,5.5,3.0,1500000.0,20000.0,1.3,1.1
604,4/26/2025 4:00:00,26,4,4,53356.91,20000.0,4.0,2.5,1500000.0,20000.0,1.2,1.0
605,4/26/2025 5:00:00,26,4,5,1500000.0,20000.0,3.4,2.4,1500000.0,20000.0,1.3,0.8
606,4/26/2025 6:00:00,26,4,6,118739.4,20000.0,3.2,2.4,1500000.0,20000.0,1.5,1.2
607,4/26/2025 7:00:00,26,4,7,1500000.0,20000.0,3.7,2.6,1500000.0,20000.0,1.7,1.1
608,4/26/2025 8:00:00,26,4,8,1500000.0,20000.0,4.1,2.2,1500000.0,20000.0,1.4,1.1
609,4/26/2025 9:00:00,26,4,9,1500000.0,20000.0,2.7,2.3,1500000.0,20000.0,1.3,1.0
610,4/26/2025 10:00:00,26,4,10,56667.54,20000.0,2.1,1.9,1500000.0,20000.0,1.4,0.7
611,4/26/2025 11:00:00,26,4,11,1500000.0,20000.0,2.1,1.9,1500000.0,20000.0,1.3,1.0
612,4/26/2025 12:00:00,26,4,12,55147.87,20000.0,2.3,1.9,1500000.0,20000.0,1.2,0.8
613,4/26/2025 13:00:00,26,4,13,1500000.0,20000.0,2.0,1.7,1500000.0,20000.0,2.2,1.5
614,4/26/2025 14:00:00,26,4,14,1396873.87,20000.0,1.9,1.6,1500000.0,20000.0,1.5,1.1
615,4/26/2025 15:00:00,26,4,15,800989.44,20000.0,2.0,1.8,1500000.0,20000.0,1.4,1.0
616,4/26/2025 16:00:00,26,4,16,1500000.0,20000.0,2.3,1.7,1500000.0,20000.0,1.6,1.2
617,4/26/2025 17:00:00,26,4,17,1500000.0,20000.0,2.0,1.7,1500000.0,20000.0,2.5,2.0
618,4/26/2025 18:00:00,26,4,18,64764.29,20000.0,2.2,1.6,1500000.0,20000.0,2.9,2.1
619,4/26/2025 19:00:00,26,4,19,109819.96,20000.0,1.5,1.4,1500000.0,20000.0,2.8,1.9
620,4/26/2025 20:00:00,26,4,20,64453.41,20000.0,1.7,1.6,1500000.0,20000.0,2.9,2.1
621,4/26/2025 21:00:00,26,4,21,1500000.0,20000.0,1.9,1.6,1500000.0,20000.0,4.2,1.7
622,4/26/2025 22:00:00,26,4,22,1500000.0,20000.0,1.8,1.7,1500000.0,20000.0,4.7,1.6
623,4/26/2025 23:00:00,26,4,23,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,2.8,2.2
624,4/27/2025 0:00:00,27,4,0,61071.48,20000.0,1.8,1.7,1500000.0,20000.0,2.6,1.8
625,4/27/2025 1:00:00,27,4,1,331888.91,20000.0,1.5,1.4,1500000.0,20000.0,2.7,2.2
626,4/27/2025 2:00:00,27,4,2,1500000.0,20000.0,1.6,1.5,1500000.0,20000.0,3.0,2.4
627,4/27/2025 3:00:00,27,4,3,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,4.1,2.8
628,4/27/2025 4:00:00,27,4,4,378119.31,20000.0,1.5,1.4,1500000.0,20000.0,3.3,2.0
629,4/27/2025 5:00:00,27,4,5,63075.54,20000.0,1.4,1.3,1500000.0,20000.0,2.2,1.7
630,4/27/2025 6:00:00,27,4,6,50428.57,20000.0,1.8,1.5,1500000.0,20000.0,2.2,1.8
631,4/27/2025 7:00:00,27,4,7,376994.72,20000.0,1.6,1.5,1500000.0,20000.0,3.4,2.0
632,4/27/2025 8:00:00,27,4,8,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,3.7,2.5
633,4/27/2025 9:00:00,27,4,9,60491.61,20000.0,1.6,1.5,1500000.0,20000.0,4.7,3.0
634,4/27/2025 10:00:00,27,4,10,61879.08,20000.0,1.7,1.6,1500000.0,20000.0,2.5,1.7
635,4/27/2025 11:00:00,27,4,11,1500000.0,20000.0,1.7,1.6,1500000.0,20000.0,2.2,1.7
636,4/27/2025 12:00:00,27,4,12,122239.7,20000.0,1.8,1.6,1500000.0,20000.0,2.1,1.8
637,4/27/2025 13:00:00,27,4,13,1500000.0,20000.0,1.6,1.5,1500000.0,20000.0,2.2,1.8
638,4/27/2025 14:00:00,27,4,14,54565.27,20000.0,1.6,1.5,1500000.0,20000.0,1.3,1.1
639,4/27/2025 15:00:00,27,4,15,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,1.8,1.3
640,4/27/2025 16:00:00,27,4,16,59209.41,20000.0,1.8,1.5,1500000.0,20000.0,1.2,0.9
641,4/27/2025 17:00:00,27,4,17,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,4.3,1.9
642,4/27/2025 18:00:00,27,4,18,71982.92,20000.0,1.5,1.4,1500000.0,20000.0,1.7,1.4
643,4/27/2025 19:00:00,27,4,19,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,2.6,1.4
644,4/27/2025 20:00:00,27,4,20,83089.28,20000.0,1.6,1.5,1500000.0,20000.0,2.8,2.2
645,4/27/2025 21:00:00,27,4,21,348728.41,20000.0,1.6,1.5,1500000.0,20000.0,2.6,2.0
646,4/27/2025 22:00:00,27,4,22,432850.25,20000.0,1.7,1.4,1500000.0,20000.0,6.0,3.1
647,4/27/2025 23:00:00,27,4,23,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,2.7,2.2
648,4/28/2025 0:00:00,28,4,0,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,2.9,2.0
649,4/28/2025 1:00:00,28,4,1,1500000.0,20000.0,1.6,1.5,1500000.0,20000.0,3.4,2.4
650,4/28/2025 2:00:00,28,4,2,1500000.0,20000.0,1.5,1.4,1500000.0,20000.0,5.1,1.9
651,4/28/2025 3:00:00,28,4,3,306017.63,20000.0,1.6,1.3,1500000.0,20000.0,2.6,1.8
652,4/28/2025 4:00:00,28,4,4,1500000.0,20000.0,1.4,1.3,1500000.0,20000.0,2.3,1.9
653,4/28/2025 5:00:00,28,4,5,1500000.0,20000.0,2.8,1.9,1500000.0,20000.0,3.5,2.3
654,4/28/2025 6:00:00,28,4,6,1500000.0,20000.0,9.0,3.8,1500000.0,20000.0,6.2,3.4
655,4/28/2025 7:00:00,28,4,7,1396873.87,20000.0,7.8,4.0,1500000.0,20000.0,6.4,3.3
656,4/28/2025 8:00:00,28,4,8,64221.37,20000.0,9.4,4.0,1500000.0,20000.0,3.8,3.0
657,4/28/2025 9:00:00,28,4,9,48228.76,20000.0,7.4,5.6,1500000.0,20000.0,2.1,1.6
658,4/28/2025 10:00:00,28,4,10,376994.72,20000.0,7.1,4.7,1500000.0,20000.0,2.9,2.3
659,4/28/2025 11:00:00,28,4,11,53294.12,20000.0,6.4,4.5,1500000.0,20000.0,1.9,1.5
660,4/28/2025 12:00:00,28,4,12,1500000.0,20000.0,7.9,4.7,1500000.0,20000.0,1.9,1.4
