ID,UTC,day,month,hour,n'-2.5,n'-10,n1-CO,n1-NO2,n1-pm10,n1-pm25,n2-CO,n2-NO2,n2-pm10,n2-pm25,n3-CO,n3-NO2,n3-pm10,n3-pm25,n4-pm10,n4-pm25,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
392,2/17/2025 8:00:00,17,2,8,,,,,,,396961.2,20000,24.8,18.3,291122.4,20000,13.8,11.7,,,6.4,0.6,,,,,1.6,2.1,2.1,2.1,3.9,100,97,0.8,1018.9,2.1,,233,3.9
393,2/17/2025 9:00:00,17,2,9,,,,,,,398194.4,20000,16.5,14.8,1500000,20000,18.1,10.8,,,6.4,0.6,,,,,1.3,3.2,3.2,3.2,2.2,100,87,0.2,1019.1,3.2,,246,2.2
394,2/17/2025 10:00:00,17,2,10,,,,,,,372555,20000,25.6,22.7,215307.7,20000,10,9,,,6.4,0.6,,,,,1.1,4.3,4.3,4.3,1.5,100,80,0,1018.9,4.3,,216,1.5
395,2/17/2025 11:00:00,17,2,11,,,,,,,378119.3,20000,20.2,16.5,1500000,20000,14.6,10.9,,,6.4,0.6,,,,,1.5,5.3,5.3,5.3,2.7,100,76,0,1018.5,5.3,,200,2.7
396,2/17/2025 12:00:00,17,2,12,,,,,,,388516.3,20000,17.4,15.6,270366.3,20000,11.7,10.6,,,6.4,0.6,,,,,1.7,6.4,6.4,6.4,1.7,100,72,0,1017.7,6.4,,193,1.7
397,2/17/2025 13:00:00,17,2,13,,,,,,,380386.6,20000,16.6,14.9,215737.7,20000,12.6,10.8,,,6.4,0.6,,,,,-0.8,5.4,5.4,5.4,2.7,79,64,0,1018.7,5.4,,307,2.7
398,2/17/2025 14:00:00,17,2,14,,,,,,,384994.6,20000,14.5,12.9,1500000,20000,11.4,9.2,,,6.4,0.6,,,,,-1.3,5.6,5.6,5.6,1.7,83,61,0,1018.8,5.6,,328,1.7
399,2/17/2025 15:00:00,17,2,15,,,,,,,369285.7,20000,15.1,13.5,271628.2,20000,8.7,7.9,,,6.4,0.6,,,,,-1.6,4.8,4.8,4.8,2.4,100,63,0,1019.3,4.8,,13,2.4
400,2/17/2025 16:00:00,17,2,16,,,,,,,371459.6,20000,14.9,12.9,1500000,20000,9.6,8.7,,,6.4,0.6,,,,,-0.8,3.8,3.8,3.8,2.4,100,72,0,1020,3.8,,17,2.4
401,2/17/2025 17:00:00,17,2,17,,,,,,,389703,20000,11.8,9.8,217909.1,20000,9.3,8.4,,,6.4,0.6,,,,,-1.3,2.9,2.9,2.9,2.3,100,74,0,1021.1,2.9,,4,2.3
402,2/17/2025 18:00:00,17,2,18,,,,,,,389703,20000,10,8.9,1500000,20000,9.3,8.5,,,6.4,0.6,,,,,-1.4,2.3,2.3,2.3,2.2,100,76,0,1021.9,2.3,,325,2.2
403,2/17/2025 19:00:00,17,2,19,,,,,,,399434.5,20000,12.6,10.3,219672.2,20000,8.6,7.8,,,6.4,0.6,,,,,-2,1.9,1.9,1.9,2.5,100,75,0,1022.2,1.9,,315,2.5
404,2/17/2025 20:00:00,17,2,20,,,,,,,412226.4,20000,8.1,7.3,1500000,20000,8.2,7.5,,,6.4,0.6,,,,,-2.1,1.6,1.6,1.6,2.2,99,77,0,1022.7,1.6,,305,2.2
405,2/17/2025 21:00:00,17,2,21,,,,,,,423000,20000,8,7.2,250899.6,20000,8.3,7.5,,,6.4,0.6,,,,,-2.1,1.3,1.3,1.3,2.5,100,78,0,1022.9,1.3,,274,2.5
406,2/17/2025 22:00:00,17,2,22,,,,,,,428578.7,20000,7.2,6.5,223726.3,20000,7.9,7.3,,,6.4,0.6,,,,,-2.3,0.9,0.9,0.9,3.1,100,79,0,1023.1,0.9,,273,3.1
407,2/17/2025 23:00:00,17,2,23,,,,,,,437199.4,20000,6,5.4,1500000,20000,7.2,6.6,,,6.4,0.6,,,,,-2.5,0.6,0.6,0.6,3.4,100,79,0,1023.2,0.6,,273,3.4
408,2/18/2025 0:00:00,18,2,0,,,,,,,437199.4,20000,4.7,4.3,211500,20000,7,6.4,,,6.7,-2.1,,,,,-2.5,0.5,0.5,0.5,3.1,100,80,0,1023.3,0.5,,270,3.1
409,2/18/2025 1:00:00,18,2,1,,,,,,,444625.8,20000,3.8,3.5,1500000,20000,6.7,6.2,,,6.7,-2.1,,,,,-3.3,0.3,0.3,0.3,3,99,77,0,1023.5,0.3,,295,3
410,2/18/2025 2:00:00,18,2,2,,,,,,,443122.3,20000,5,4.6,221459,20000,5.8,5.4,,,6.7,-2.1,,,,,-3.3,0.2,0.2,0.2,2.2,100,77,0,1023.3,0.2,,265,2.2
411,2/18/2025 3:00:00,18,2,3,,,,,,,461793.6,20000,4.7,4.3,218347.7,20000,5.8,5.4,,,6.7,-2.1,,,,,-2.9,-0.1,-0.1,-0.1,1.6,99,81,0,1023.5,-0.1,,270,1.6
412,2/18/2025 4:00:00,18,2,4,,,,,,,461793.6,20000,4.6,4.2,266639.9,20000,5.5,5.1,,,6.7,-2.1,,,,,-3.1,-0.4,-0.4,-0.4,1.6,93,82,0,1023.8,-0.4,,264,1.6
413,2/18/2025 5:00:00,18,2,5,,,,,,,449192,20000,4,3.7,310745.5,20000,5.4,5,,,6.7,-2.1,,,,,-3.6,-1,-1,-1,1.6,97,83,0,1023.9,-1,,297,1.6
414,2/18/2025 6:00:00,18,2,6,,,,,,,421625.7,20000,4.3,3.3,213178.6,20000,5.1,4.7,,,6.7,-2.1,,,,,-3.5,-1,-1,-1,2.3,89,83,0,1024.3,-1,,321,2.3
415,2/18/2025 7:00:00,18,2,7,,,,,,,499996.6,20000,7.6,6.6,1500000,20000,6.1,5.3,,,6.7,-2.1,,,,,-3.7,0.1,0.1,0.1,3.1,85,76,0,1024.7,0.1,,306,3.1
416,2/18/2025 8:00:00,18,2,8,,,,,,,431417.9,20000,30,23.1,576618.6,20000,8.1,7.3,,,6.7,-2.1,,,,,-3.4,1.4,1.4,1.4,3,69,71,0,1024.4,1.4,,232,3
417,2/18/2025 9:00:00,18,2,9,,,,,,,432850.2,20000,35.4,25.4,1500000,20000,11.4,10.2,,,6.7,-2.1,,,,,-2.8,2.8,2.8,2.8,3.5,55,67,0,1024.2,2.8,,208,3.5
418,2/18/2025 10:00:00,18,2,10,,,,,,,453843.8,20000,20.3,16.2,1500000,20000,12,10.8,,,6.7,-2.1,,,,,-2.3,4,4,4,3.8,44,64,0,1023.7,4,,183,3.8
419,2/18/2025 11:00:00,18,2,11,,,,,,,471673.1,20000,20.8,13,1500000,20000,14.4,9.5,,,6.7,-2.1,,,,,-1.9,5.2,5.2,5.2,3.7,40,60,0,1022.8,5.2,,169,3.7
420,2/18/2025 12:00:00,18,2,12,,,,,,,453843.8,20000,22,18.6,297666.7,20000,13.1,7.9,,,6.7,-2.1,,,,,-2,6.3,6.3,6.3,3.8,85,55,0,1021.9,6.3,,163,3.8
421,2/18/2025 13:00:00,18,2,13,,,,,,,470000,20000,20.5,17.5,1500000,20000,13.3,8.4,,,6.7,-2.1,,,,,-1.7,6.7,6.7,6.7,4.5,97,55,0,1022.3,6.7,,304,4.5
422,2/18/2025 14:00:00,18,2,14,,,,,,,453843.8,20000,13.7,10.8,271628.2,20000,9.3,7.4,,,6.7,-2.1,,,,,-2.6,6.5,6.5,6.5,6.7,86,52,0,1022.2,6.5,,324,6.7
423,2/18/2025 15:00:00,18,2,15,,,,,,,456993.7,20000,9.5,7.4,369285.7,20000,9.7,7.7,,,6.7,-2.1,,,,,-3.3,5.9,5.9,5.9,7.7,70,52,0,1022.1,5.9,,342,7.7
424,2/18/2025 16:00:00,18,2,16,,,,,,,416208.1,20000,20.6,15.2,180980.1,20000,10.4,8.7,,,6.7,-2.1,,,,,-1.2,4,4,4,2.9,44,69,0,1022.6,4,,7,2.9
425,2/18/2025 17:00:00,18,2,17,,,,,,,392095.9,20000,8.3,7.2,185950.6,20000,12.3,9.1,,,6.7,-2.1,,,,,-2.7,1.7,1.7,1.7,3.9,20,73,0,1023.8,1.7,,28,3.9
426,2/18/2025 18:00:00,18,2,18,,,,,,,421625.7,20000,7.5,6.2,313157.3,20000,10.6,8.4,,,6.7,-2.1,,,,,-3.8,-0.3,-0.3,-0.3,3.6,13,77,0,1024.8,-0.3,,20,3.6
427,2/18/2025 19:00:00,18,2,19,,,,,,,421625.7,20000,5.8,5.2,1500000,20000,8.8,7.9,,,6.7,-2.1,,,,,-4.6,-1.6,-1.6,-1.6,2.7,35,80,0,1025.7,-1.6,,356,2.7
428,2/18/2025 20:00:00,18,2,20,,,,,,,450732.9,20000,5.8,5.1,1043272.1,20000,7.9,7.2,,,6.7,-2.1,,,,,-5,-2.1,-2.1,-2.1,3,42,81,0,1026.9,-2.1,,322,3
429,2/18/2025 21:00:00,18,2,21,,,,,,,453843.8,20000,5,4.3,1500000,20000,7.4,6.8,,,6.7,-2.1,,,,,-5,-2.1,-2.1,-2.1,3.3,47,80,0,1027.7,-2.1,,292,3.3
430,2/18/2025 22:00:00,18,2,22,,,,,,,470000,20000,6.3,5.7,176217.3,20000,7.2,6.5,,,6.7,-2.1,,,,,-4.7,-1.7,-1.7,-1.7,4.4,45,80,0,1028.2,-1.7,,291,4.4
431,2/18/2025 23:00:00,18,2,23,,,,,,,476758.2,20000,6,5.5,1500000,20000,6.8,6.2,,,6.7,-2.1,,,,,-4.5,-1.8,-1.8,-1.8,5.4,59,82,0,1028.6,-1.8,,291,5.4
432,2/19/2025 0:00:00,19,2,0,,,,,,,463414,20000,6.1,5.5,215307.7,20000,6.7,6.1,,,3.7,-4.3,,,,,-4.4,-1.9,-1.9,-1.9,5.4,92,83,0,1029,-1.9,,290,5.4
433,2/19/2025 1:00:00,19,2,1,,,,,,,489020.1,20000,6.9,6.3,174673.6,20000,6.3,5.8,,,3.7,-4.3,,,,,-3.5,-0.8,-0.8,-0.8,5.2,90,82,0,1029,-0.8,,250,5.2
434,2/19/2025 2:00:00,19,2,2,,,,,,,444625.8,20000,6.4,5.8,187655.9,20000,6.5,5.9,,,3.7,-4.3,,,,,-3.7,-0.7,-0.7,-0.7,5.4,86,80,0,1029.1,-0.7,,230,5.4
435,2/19/2025 3:00:00,19,2,3,,,,,,,501869.9,20000,6.8,6.1,167839.1,20000,5.8,5.3,,,3.7,-4.3,,,,,-4,-0.7,-0.7,-0.7,3.4,56,79,0,1029.5,-0.7,,205,3.4
436,2/19/2025 4:00:00,19,2,4,,,,,,,509493,20000,7.5,6.7,173151.1,20000,5.8,5.3,,,3.7,-4.3,,,,,-3.6,-0.6,-0.6,-0.6,1.6,54,80,0,1030.1,-0.6,,180,1.6
437,2/19/2025 5:00:00,19,2,5,,,,,,,480203.9,20000,7.7,6.9,1500000,20000,5.5,5,,,3.7,-4.3,,,,,-3.7,-0.9,-0.9,-0.9,0.3,64,81,0,1030.9,-0.9,,135,0.3
438,2/19/2025 6:00:00,19,2,6,,,,,,,468337.6,20000,8.6,7.8,178414.9,20000,54.9,10.8,,,3.7,-4.3,,,,,-6.2,-0.7,-0.7,-0.7,2.3,66,66,0,1031.6,-0.7,,4,2.3
439,2/19/2025 7:00:00,19,2,7,,,,,,,492629.7,20000,16.8,13.5,158211.3,20000,11.8,10.7,,,3.7,-4.3,,,,,-7.3,-0.8,-0.8,-0.8,2.7,7,61,0,1032.4,-0.8,,323,2.7
440,2/19/2025 8:00:00,19,2,8,,,,,,,542227.9,20000,14.7,12.2,1500000,20000,9.9,8.9,,,3.7,-4.3,,,,,-7.5,0,0,0,2.8,2,57,0,1032.6,0,,315,2.8
441,2/19/2025 9:00:00,19,2,9,,,,,,,548799.2,20000,33,22.1,1500000,20000,9.6,8.7,,,3.7,-4.3,,,,,-8.2,1.3,1.3,1.3,4,8,49,0,1032.6,1.3,,355,4
442,2/19/2025 10:00:00,19,2,10,,,1500000,20000,0,0,503756,20000,18,14.8,156388.3,20000,12.3,8.4,,,3.7,-4.3,,,,,-8.4,2.5,2.5,2.5,5.2,42,45,0,1032.1,2.5,,2,5.2
443,2/19/2025 11:00:00,19,2,11,,,,,,,635000.1,20000,19.1,15.3,1500000,20000,11,8.2,,,3.7,-4.3,,,,,-8,2.9,2.9,2.9,5.8,44,45,0,1031.6,2.9,,2,5.8
444,2/19/2025 12:00:00,19,2,12,,,,,,,594080,20000,13.9,11.5,1500000,20000,9.1,8.2,,,3.7,-4.3,,,,,-8.3,3.5,3.5,3.5,5.6,65,42,0,1030.9,3.5,,4,5.6
445,2/19/2025 13:00:00,19,2,13,,,,,,,626403.4,20000,12.4,10.4,1500000,20000,9.4,8.4,,,3.7,-4.3,,,,,-8.1,3.7,3.7,3.7,5.8,1,42,0,1030.8,3.7,,14,5.8
446,2/19/2025 14:00:00,19,2,14,,,,,,,548799.2,20000,17.9,15.9,1500000,20000,9.2,7.6,,,3.7,-4.3,,,,,-8.8,3.5,3.5,3.5,5.3,0,40,0,1030.9,3.5,,8,5.3
447,2/19/2025 15:00:00,19,2,15,,,,,,,509493,20000,19.6,14.8,182942.6,20000,10.7,9.7,,,3.7,-4.3,,,,,-9.6,3,3,3,6,0,39,0,1031,3,,7,6
448,2/19/2025 16:00:00,19,2,16,,,,,,,540069.6,20000,13.7,9.8,599250.1,20000,9.9,9,,,3.7,-4.3,,,,,-5.8,1.2,1.2,1.2,2.5,0,59,0,1031.4,1.2,,21,2.5
449,2/19/2025 17:00:00,19,2,17,,,,,,,470000,20000,10.8,9.7,1500000,20000,10.9,9.6,,,3.7,-4.3,,,,,-7.1,-0.2,-0.2,-0.2,2.1,0,60,0,1032,-0.2,,75,2.1
450,2/19/2025 18:00:00,19,2,18,,,,,,,485458.5,20000,10.4,9.1,185950.6,20000,11.8,9.4,,,3.7,-4.3,,,,,-7.7,-1.4,-1.4,-1.4,1,0,62,0,1032.7,-1.4,,31,1
451,2/19/2025 19:00:00,19,2,19,,,,,,,461793.6,20000,10,9,1500000,20000,10.1,9.2,,,3.7,-4.3,,,,,-7.8,-2.8,-2.8,-2.8,3.1,0,68,0,1032.9,-2.8,,357,3.1
452,2/19/2025 20:00:00,19,2,20,,,,,,,461793.6,20000,9.5,8.5,189735.6,20000,9.8,8.9,,,3.7,-4.3,,,,,-8.4,-3.3,-3.3,-3.3,3.9,0,68,0,1033.3,-3.3,,336,3.9
453,2/19/2025 21:00:00,19,2,21,,,,,,,461793.6,20000,9,8.1,185950.6,20000,9.2,8.4,,,3.7,-4.3,,,,,-8.3,-3.7,-3.7,-3.7,4.1,0,71,0,1033.3,-3.7,,322,4.1
454,2/19/2025 22:00:00,19,2,22,,,,,,,475052.1,20000,11.7,9.8,193284.9,20000,8.4,7.6,,,3.7,-4.3,,,,,-8,-4.1,-4.1,-4.1,3.2,0,74,0,1033.6,-4.1,,317,3.2
455,2/19/2025 23:00:00,19,2,23,,,,,,,468337.6,20000,11.7,10.5,1500000,20000,8.7,7.9,,,3.7,-4.3,,,,,-7.8,-4.3,-4.3,-4.3,1.8,0,77,0,1033.7,-4.3,,323,1.8
456,2/20/2025 0:00:00,20,2,0,,,,,,,461793.6,20000,11.1,9.9,1500000,20000,9,8.2,,,4.6,-6.2,,,,,-7.9,-4.2,-4.2,-4.2,1.1,0,75,0,1034,-4.2,,342,1.1
457,2/20/2025 1:00:00,20,2,1,,,,,,,471673.1,20000,13.3,11.9,221459,20000,8.2,7.4,,,4.6,-6.2,,,,,-9.2,-5.1,-5.1,-5.1,2.3,0,73,0,1034.3,-5.1,,321,2.3
458,2/20/2025 2:00:00,20,2,2,,,,,,,505655.2,20000,13.9,12.2,421625.7,20000,8,7.3,,,4.6,-6.2,,,,,-10.2,-5.3,-5.3,-5.3,2.3,0,68,0,1034.2,-5.3,,328,2.3
459,2/20/2025 3:00:00,20,2,3,,,,,,,519325.1,20000,11.8,10.6,987000,20000,8,7.3,,,4.6,-6.2,,,,,-11.2,-5.7,-5.7,-5.7,1.6,0,65,0,1034.2,-5.7,,333,1.6
460,2/20/2025 4:00:00,20,2,4,,,,,,,498136.1,20000,10.1,9.1,217909.1,20000,7.7,7,,,4.6,-6.2,,,,,-12.2,-6,-6,-6,1.3,0,62,0,1034.2,-6,,344,1.3
461,2/20/2025 5:00:00,20,2,5,,,,,,,485458.5,20000,11.3,10.2,1500000,20000,7.5,6.9,,,4.6,-6.2,,,,,-13.3,-6.2,-6.2,-6.2,0.9,0,57,0,1034.4,-6.2,,349,0.9
462,2/20/2025 6:00:00,20,2,6,,,,,,,444625.8,20000,9.5,8.5,191852.4,20000,9.2,8.4,,,4.6,-6.2,,,,,-14.5,-5.4,-5.4,-5.4,0.9,0,49,0,1034.7,-5.4,,349,0.9
463,2/20/2025 7:00:00,20,2,7,,,,,,,475052.1,20000,28,23.6,1500000,20000,15.2,12.7,,,4.6,-6.2,,,,,-14.5,-2.8,-2.8,-2.8,0.4,0,40,0,1034.9,-2.8,,27,0.4
464,2/20/2025 8:00:00,20,2,8,,,,,,,480203.9,20000,22.6,18,90335,20000,14.5,13.1,,,4.6,-6.2,,,,,-13.9,-0.7,-0.7,-0.7,2.6,0,36,0,1034.5,-0.7,,164,2.6
465,2/20/2025 9:00:00,20,2,9,,,,,,,517331,20000,24,17.8,172849.1,20000,20.1,17.5,,,4.6,-6.2,,,,,-14.3,1,1,1,3.5,0,31,0,1034.2,1,,152,3.5
466,2/20/2025 10:00:00,20,2,10,,,,,,,480203.9,20000,19.1,17,1500000,20000,21,15.9,,,4.6,-6.2,,,,,-14,2.4,2.4,2.4,3.2,12,29,0,1033.6,2.4,,133,3.2
467,2/20/2025 11:00:00,20,2,11,,,,,,,546592.6,20000,24,20.5,1500000,20000,16.7,14.9,,,4.6,-6.2,,,,,-11.7,3.6,3.6,3.6,3.1,29,32,0,1032.4,3.6,,135,3.1
468,2/20/2025 12:00:00,20,2,12,,,,,,,492629.7,20000,19.9,15.9,1358877.2,20000,16.5,14.8,,,4.6,-6.2,,,,,-10.4,4.6,4.6,4.6,4.1,6,33,0,1031.6,4.6,,142,4.1
469,2/20/2025 13:00:00,20,2,13,,,,,,,583984.2,20000,35.3,27.7,1500000,20000,21.1,19,,,4.6,-6.2,,,,,-9.9,4.4,4.4,4.4,4.2,0,35,0,1031.8,4.4,,175,4.2
470,2/20/2025 14:00:00,20,2,14,,,,,,,596654.6,20000,32.5,23.2,1500000,20000,21.4,16.9,,,4.6,-6.2,,,,,-9.6,4.6,4.6,4.6,4.5,0,35,0,1031.4,4.6,,173,4.5
471,2/20/2025 15:00:00,20,2,15,,,,,,,712573.4,20000,18.9,15.1,157687.1,20000,17.2,15.5,,,4.6,-6.2,,,,,-7.1,3.9,3.9,3.9,3.7,0,44,0,1031,3.9,,169,3.7
472,2/20/2025 16:00:00,20,2,16,,,,,,,456993.7,20000,15.1,13,175288.5,20000,16.8,15.2,,,4.6,-6.2,,,,,-8.4,1.2,1.2,1.2,3,0,49,0,1031.2,1.2,,163,3
473,2/20/2025 17:00:00,20,2,17,,,,,,,421625.7,20000,13.3,11.1,217036.2,20000,15.6,14,,,4.6,-6.2,,,,,-9.9,0.6,0.6,0.6,0.6,0,45,0,1031.6,0.6,,214,0.6
474,2/20/2025 18:00:00,20,2,18,,,,,,,420259.5,20000,18.1,15.7,738637.2,20000,13.7,12.5,,,4.6,-6.2,,,,,-9.8,-0.6,-0.6,-0.6,0.5,0,50,0,1031.7,-0.6,,360,0.5
475,2/20/2025 19:00:00,20,2,19,,,,,,,427171.6,20000,21.9,19.3,1500000,20000,13.9,12.7,,,4.6,-6.2,,,,,-9.7,-2.1,-2.1,-2.1,0.7,0,56,0,1032.2,-2.1,,346,0.7
476,2/20/2025 20:00:00,20,2,20,,,,,,,414873.2,20000,23.7,20.8,1500000,20000,13.8,12.6,,,4.6,-6.2,,,,,-9.9,-2.9,-2.9,-2.9,0.4,0,59,0,1032.5,-2.9,,333,0.4
477,2/20/2025 21:00:00,20,2,21,,,,,,,423000,20000,27.1,23.4,298409.5,20000,13.9,12.6,,,4.6,-6.2,,,,,-10.1,-3.4,-3.4,-3.4,0.2,0,60,0,1032.5,-3.4,,360,0.2
478,2/20/2025 22:00:00,20,2,22,,,,,,,413546,20000,26.5,23.5,169288.8,20000,13.8,12.6,,,4.6,-6.2,,,,,-11.7,-3.7,-3.7,-3.7,0.2,0,54,0,1032.8,-3.7,,360,0.2
479,2/20/2025 23:00:00,20,2,23,,,,,,,410914.3,20000,26.6,23.7,168706.6,20000,13.8,12.6,,,4.6,-6.2,,,,,-12.3,-3.8,-3.8,-3.8,0.2,0,52,0,1033.1,-3.8,,360,0.2
480,2/21/2025 0:00:00,21,2,0,,,,,,,400681.6,20000,29.9,25.5,1423366.9,20000,14.2,13,,,7,-5.2,,,,,-12.7,-3.8,-3.8,-3.8,0.3,0,50,0,1033.5,-3.8,,315,0.3
481,2/21/2025 1:00:00,21,2,1,,,,,,,414873.2,20000,32.8,28.2,179050.8,20000,14,12.8,,,7,-5.2,,,,,-9.3,-3.6,-3.6,-3.6,0.4,0,65,0,1033.9,-3.6,,297,0.4
482,2/21/2025 2:00:00,21,2,2,,,,,,,424382.3,20000,29.7,26.5,1500000,20000,14.5,13.2,,,7,-5.2,,,,,-9.6,-4,-4,-4,0.4,0,65,0,1034,-4,,297,0.4
483,2/21/2025 3:00:00,21,2,3,,,,,,,444625.8,20000,25.5,22.2,187655.9,20000,14.2,12.9,,,7,-5.2,,,,,-9.9,-4.4,-4.4,-4.4,0.6,0,65,0,1034.1,-4.4,,288,0.6
484,2/21/2025 4:00:00,21,2,4,,,,,,,444625.8,20000,20.9,18.8,1500000,20000,14,12.7,,,7,-5.2,,,,,-10.1,-4.9,-4.9,-4.9,0.9,0,67,0,1034.3,-4.9,,281,0.9
485,2/21/2025 5:00:00,21,2,5,,,,,,,449192,20000,17.7,15.7,1500000,20000,13.5,12.3,,,7,-5.2,,,,,-10.3,-5.2,-5.2,-5.2,0.9,0,67,0,1034.6,-5.2,,270,0.9
486,2/21/2025 6:00:00,21,2,6,,,,,,,423000,20000,16.7,14.9,1500000,20000,20.2,15.2,,,7,-5.2,,,,,-10.2,-4.7,-4.7,-4.7,0.4,0,65,0,1035,-4.7,,243,0.4
487,2/21/2025 7:00:00,21,2,7,,,,,,,431417.9,20000,24.9,20.3,178732.4,20000,25.5,22.8,,,7,-5.2,,,,,-10.7,-0.8,-0.8,-0.8,2.5,0,47,0,1035.4,-0.8,,176,2.5
488,2/21/2025 8:00:00,21,2,8,,,,,,,498136.1,20000,35.5,27.9,175597.2,20000,26,23.2,,,7,-5.2,,,,,-12.9,2.3,2.3,2.3,5.5,0,32,0,1035.1,2.3,,171,5.5
489,2/21/2025 9:00:00,21,2,9,,,,,,,431417.9,20000,24.2,20.3,197314,20000,21.5,19.2,,,7,-5.2,,,,,-14.1,4.1,4.1,4.1,5.8,0,25,0,1034.9,4.1,,166,5.8
490,2/21/2025 10:00:00,21,2,10,,,,,,,480203.9,20000,24.7,20.3,1500000,20000,20.2,18.1,,,7,-5.2,,,,,-13.5,5.5,5.5,5.5,5,0,24,0,1034.4,5.5,,150,5
491,2/21/2025 11:00:00,21,2,11,,,,,,,521333.3,20000,19.3,16.4,338264.4,20000,20.8,17.8,,,7,-5.2,,,,,-11.3,6.3,6.3,6.3,4.4,0,27,0,1033.7,6.3,,145,4.4
492,2/21/2025 12:00:00,21,2,12,,,,,,,684826.5,20000,20.5,15.1,1500000,20000,15,13.4,,,7,-5.2,,,,,-10.1,7,7,7,3.5,0,28,0,1032.9,7,,141,3.5
493,2/21/2025 13:00:00,21,2,13,,,,,,,523355.9,20000,15.5,12.7,166125,20000,13.9,12.4,,,7,-5.2,,,,,-9.3,6.9,6.9,6.9,1.1,0,31,0,1033.3,6.9,,99,1.1
494,2/21/2025 14:00:00,21,2,14,,,,,,,489020.1,20000,12.1,10.8,205791.8,20000,15.7,12.3,,,7,-5.2,,,,,-9.3,6.9,6.9,6.9,1.8,0,30,0,1033,6.9,,84,1.8
495,2/21/2025 15:00:00,21,2,15,,,,,,,468337.6,20000,18,10.9,1500000,20000,14,11.5,,,7,-5.2,,,,,-3.9,5.6,5.6,5.6,1.7,0,50,0,1032.8,5.6,,103,1.7
496,2/21/2025 16:00:00,21,2,16,,,,,,,476758.2,20000,13.9,10.9,1500000,20000,13.4,10.5,,,7,-5.2,,,,,-7.7,3.2,3.2,3.2,1.6,0,45,0,1032.8,3.2,,96,1.6
497,2/21/2025 17:00:00,21,2,17,,,,,,,405740.1,20000,13.7,9.2,1500000,20000,12.2,9.6,,,7,-5.2,,,,,-8.4,1.4,1.4,1.4,1.1,0,48,0,1033.4,1.4,,72,1.1
498,2/21/2025 18:00:00,21,2,18,,,,,,,414873.2,20000,16.9,14.5,1500000,20000,15.2,12.8,,,7,-5.2,,,,,-8.6,-0.6,-0.6,-0.6,0.7,24,55,0,1034.1,-0.6,,14,0.7
499,2/21/2025 19:00:00,21,2,19,,,,,,,431417.9,20000,16.6,14.1,182613.2,20000,16.1,14.4,,,7,-5.2,,,,,-8.9,-2.2,-2.2,-2.2,0.3,6,60,0,1034.5,-2.2,,315,0.3
500,2/21/2025 20:00:00,21,2,20,,,,,,,428578.7,20000,18,15.6,1500000,20000,23.5,21,,,7,-5.2,,,,,-9.1,-3.1,-3.1,-3.1,0,0,63,0,1035,-3.1,,270,0
501,2/21/2025 21:00:00,21,2,21,,,,,,,405740.1,20000,31.5,27.1,209843,20000,30.5,27.5,,,7,-5.2,,,,,-9.5,-3,-3,-3,0.5,0,61,0,1035.3,-3,,360,0.5
502,2/21/2025 22:00:00,21,2,22,,,,,,,396961.2,20000,36,29.7,185950.6,20000,34.1,30.6,,,7,-5.2,,,,,-9.7,-2.3,-2.3,-2.3,0.7,0,57,0,1035.7,-2.3,,14,0.7
503,2/21/2025 23:00:00,21,2,23,,,,,,,392095.9,20000,34.3,30,184939.2,20000,36.2,32.5,,,7,-5.2,,,,,-11.4,-2.1,-2.1,-2.1,1,0,49,0,1035.9,-2.1,,22,1
504,2/22/2025 0:00:00,22,2,0,,,,,,,399434.5,20000,35.6,30.3,208207,20000,38.1,34.2,,,6.1,-4.4,,,,,-11.8,-2.3,-2.3,-2.3,1.5,0,48,0,1035.8,-2.3,,36,1.5
505,2/22/2025 1:00:00,22,2,1,,,,,,,408312.5,20000,33,29.3,234175.4,20000,36.4,32.7,,,6.1,-4.4,,,,,-9.8,-3.2,-3.2,-3.2,1.8,0,60,0,1036.6,-3.2,,37,1.8
506,2/22/2025 2:00:00,22,2,2,,,,,,,428578.7,20000,27.5,24.6,208207,20000,32.3,29.2,,,6.1,-4.4,,,,,-10.1,-3.5,-3.5,-3.5,2.1,0,60,0,1036.7,-3.5,,31,2.1
507,2/22/2025 3:00:00,22,2,3,,,,,,,446138.5,20000,24.3,21.2,1500000,20000,28.7,25.8,,,6.1,-4.4,,,,,-10.6,-3.8,-3.8,-3.8,2.4,0,59,0,1036.6,-3.8,,13,2.4
508,2/22/2025 4:00:00,22,2,4,,,,,,,465044.7,20000,21.2,18.9,1500000,20000,24.6,22.2,,,6.1,-4.4,,,,,-11.1,-4.1,-4.1,-4.1,2.9,0,58,0,1036.1,-4.1,,4,2.9
509,2/22/2025 5:00:00,22,2,5,,,,,,,453843.8,20000,16.6,14.9,188345.1,20000,23.8,21.4,,,6.1,-4.4,,,,,-11.6,-4.4,-4.4,-4.4,3.1,0,57,0,1036,-4.4,,10,3.1
510,2/22/2025 6:00:00,22,2,6,,,,,,,443122.3,20000,16.1,14.4,189735.6,20000,20.2,18.4,,,6.1,-4.4,,,,,-11.9,-3.4,-3.4,-3.4,3.3,0,52,0,1036.3,-3.4,,6,3.3
