Unnamed: 0,UTC,day,month,hour,maxtempC,mintempC,DewPointC,WindGustKmph,cloudcover,humidity,pressure,tempC,precipMM,winddirDegree,windspeedKmph,pm25,pm10,frequency_category
292,2025-02-13 04:00:00,13,2,4,6.7,0.3,0.9,5.1,100.0,99.0,1027.8,1.0,0.0,352.0,5.1,,,none
293,2025-02-13 05:00:00,13,2,5,6.7,0.3,1.0,4.6,100.0,100.0,1027.7,1.0,0.0,351.0,4.6,,,none
294,2025-02-13 06:00:00,13,2,6,6.7,0.3,0.9,4.9,100.0,99.0,1027.7,1.0,0.0,358.0,4.9,,,low
295,2025-02-13 07:00:00,13,2,7,6.7,0.3,0.9,5.9,100.0,99.0,1027.9,1.1,0.0,2.0,5.9,,,low
296,2025-02-13 08:00:00,13,2,8,6.7,0.3,1.0,6.2,100.0,98.0,1027.8,1.4,0.0,15.0,6.2,,,high
297,2025-02-13 09:00:00,13,2,9,6.7,0.3,1.2,6.3,100.0,95.0,1027.7,1.8,0.0,20.0,6.3,,,high
298,2025-02-13 10:00:00,13,2,10,6.7,0.3,1.5,6.6,100.0,88.0,1027.1,3.3,0.0,33.0,6.6,,,high
299,2025-02-13 11:00:00,13,2,11,6.7,0.3,1.9,5.7,100.0,81.0,1025.9,5.0,0.0,44.0,5.7,,,high
300,2025-02-13 12:00:00,13,2,12,6.7,0.3,2.4,5.1,100.0,74.0,1024.5,6.7,0.0,48.0,5.1,,,high
301,2025-02-13 13:00:00,13,2,13,6.7,0.3,2.1,3.3,100.0,75.0,1024.4,6.3,0.0,36.0,3.3,,,high
302,2025-02-13 14:00:00,13,2,14,6.7,0.3,2.2,5.4,99.0,74.0,1023.7,6.5,0.0,56.0,5.4,,,high
303,2025-02-13 15:00:00,13,2,15,6.7,0.3,2.5,5.1,90.0,77.0,1023.0,6.2,0.0,42.0,5.1,,,high
304,2025-02-13 16:00:00,13,2,16,6.7,0.3,2.4,4.7,56.0,84.0,1022.7,4.9,0.0,7.0,4.7,,,high
305,2025-02-13 17:00:00,13,2,17,6.7,0.3,2.0,3.3,58.0,88.0,1023.2,3.8,0.0,9.0,3.3,,,high
306,2025-02-13 18:00:00,13,2,18,6.7,0.3,1.7,2.8,43.0,90.0,1023.3,3.3,0.0,349.0,2.8,,,high
307,2025-02-13 19:00:00,13,2,19,6.7,0.3,1.5,4.4,59.0,91.0,1023.4,2.9,0.0,351.0,4.4,,,none
308,2025-02-13 20:00:00,13,2,20,6.7,0.3,1.8,6.3,77.0,92.0,1023.3,2.9,0.0,360.0,6.3,,,none
309,2025-02-13 21:00:00,13,2,21,6.7,0.3,1.8,7.2,68.0,95.0,1023.2,2.4,0.0,1.0,7.2,,,none
310,2025-02-13 22:00:00,13,2,22,6.7,0.3,1.6,6.3,72.0,97.0,1023.0,2.1,0.0,358.0,6.3,,,none
311,2025-02-13 23:00:00,13,2,23,6.7,0.3,1.8,6.7,97.0,98.0,1022.7,2.1,0.0,354.0,6.7,,,none
312,2025-02-14 00:00:00,14,2,0,9.5,1.9,1.7,6.9,93.0,99.0,1022.1,1.9,0.0,353.0,6.9,,,none
313,2025-02-14 01:00:00,14,2,1,9.5,1.9,2.5,8.1,100.0,99.0,1021.7,2.7,0.0,348.0,8.1,,,none
314,2025-02-14 02:00:00,14,2,2,9.5,1.9,2.5,7.4,100.0,99.0,1021.2,2.6,0.0,353.0,7.4,,,none
315,2025-02-14 03:00:00,14,2,3,9.5,1.9,2.5,6.5,100.0,99.0,1020.8,2.6,0.0,360.0,6.5,,,none
316,2025-02-14 04:00:00,14,2,4,9.5,1.9,2.3,6.1,100.0,98.0,1020.5,2.6,0.0,2.0,6.1,,,none
317,2025-02-14 05:00:00,14,2,5,9.5,1.9,2.2,5.8,100.0,99.0,1020.3,2.4,0.0,360.0,5.8,,,none
318,2025-02-14 06:00:00,14,2,6,9.5,1.9,2.2,6.1,100.0,98.0,1020.2,2.5,0.0,357.0,6.1,,,low
319,2025-02-14 07:00:00,14,2,7,9.5,1.9,2.3,7.0,100.0,98.0,1020.3,2.7,0.0,4.0,7.0,,,low
320,2025-02-14 08:00:00,14,2,8,9.5,1.9,2.5,7.3,100.0,96.0,1019.9,3.1,0.0,9.0,7.3,,,high
321,2025-02-14 09:00:00,14,2,9,9.5,1.9,2.8,7.3,100.0,91.0,1019.5,4.2,0.0,28.0,7.3,,,high
322,2025-02-14 10:00:00,14,2,10,9.5,1.9,3.2,6.8,100.0,85.0,1019.2,5.4,0.0,40.0,6.8,,,high
323,2025-02-14 11:00:00,14,2,11,9.5,1.9,3.6,7.4,94.0,80.0,1018.0,6.9,0.0,7.0,7.4,,,high
324,2025-02-14 12:00:00,14,2,12,9.5,1.9,3.9,8.3,92.0,73.0,1016.6,8.5,0.0,5.0,8.3,,,high
325,2025-02-14 13:00:00,14,2,13,9.5,1.9,4.1,5.1,100.0,71.0,1016.3,9.0,0.0,23.0,5.1,,,high
326,2025-02-14 14:00:00,14,2,14,9.5,1.9,4.1,4.8,84.0,69.0,1015.6,9.5,0.0,53.0,4.8,,,high
327,2025-02-14 15:00:00,14,2,15,9.5,1.9,4.6,3.1,96.0,74.0,1015.2,9.1,0.0,50.0,3.1,,,high
328,2025-02-14 16:00:00,14,2,16,9.5,1.9,4.0,3.9,100.0,81.0,1015.3,7.0,0.0,37.0,3.9,,,high
329,2025-02-14 17:00:00,14,2,17,9.5,1.9,3.9,3.3,100.0,83.0,1016.0,6.5,0.0,29.0,3.3,,,high
330,2025-02-14 18:00:00,14,2,18,9.5,1.9,3.8,3.8,98.0,86.0,1016.3,6.0,0.0,25.0,3.8,,,high
331,2025-02-14 19:00:00,14,2,19,9.5,1.9,3.6,4.7,99.0,88.0,1016.6,5.4,0.0,16.0,4.7,,,none
332,2025-02-14 20:00:00,14,2,20,9.5,1.9,3.6,5.1,98.0,90.0,1017.0,5.2,0.0,4.0,5.1,,,none
333,2025-02-14 21:00:00,14,2,21,9.5,1.9,3.5,4.4,99.0,93.0,1017.1,4.6,0.0,7.0,4.4,,,none
334,2025-02-14 22:00:00,14,2,22,9.5,1.9,3.5,4.3,91.0,94.0,1017.4,4.4,0.0,2.0,4.3,,,none
335,2025-02-14 23:00:00,14,2,23,9.5,1.9,3.3,4.0,81.0,96.0,1017.3,3.9,0.0,3.0,4.0,,,none
336,2025-02-15 00:00:00,15,2,0,8.2,2.7,3.3,3.7,100.0,96.0,1017.1,3.8,0.0,346.0,3.7,,,none
337,2025-02-15 01:00:00,15,2,1,8.2,2.7,4.3,4.3,100.0,95.0,1017.0,5.0,0.0,338.0,4.3,,,none
338,2025-02-15 02:00:00,15,2,2,8.2,2.7,4.4,4.2,100.0,95.0,1016.9,5.1,0.0,329.0,4.2,,,none
339,2025-02-15 03:00:00,15,2,3,8.2,2.7,4.6,0.9,91.0,95.0,1016.7,5.3,0.0,281.0,0.9,,,none
340,2025-02-15 04:00:00,15,2,4,8.2,2.7,4.3,0.6,100.0,95.0,1016.8,5.1,0.0,252.0,0.6,,,none
341,2025-02-15 05:00:00,15,2,5,8.2,2.7,4.4,2.3,100.0,95.0,1016.8,5.2,0.0,309.0,2.3,,,none
342,2025-02-15 06:00:00,15,2,6,8.2,2.7,4.4,2.6,77.0,94.0,1017.2,5.3,0.0,304.0,2.6,,,none
343,2025-02-15 07:00:00,15,2,7,8.2,2.7,4.5,2.9,73.0,93.0,1018.0,5.5,0.0,227.0,2.9,,,none
344,2025-02-15 08:00:00,15,2,8,8.2,2.7,4.7,2.7,100.0,91.0,1018.1,6.1,0.0,208.0,2.7,,,none
345,2025-02-15 09:00:00,15,2,9,8.2,2.7,5.0,3.8,100.0,88.0,1018.2,6.9,0.0,175.0,3.8,,,none
346,2025-02-15 10:00:00,15,2,10,8.2,2.7,5.3,4.3,100.0,86.0,1018.1,7.4,0.0,132.0,4.3,,,none
347,2025-02-15 11:00:00,15,2,11,8.2,2.7,4.9,4.5,100.0,81.0,1017.6,8.0,0.0,88.0,4.5,,,none
348,2025-02-15 12:00:00,15,2,12,8.2,2.7,4.3,3.6,100.0,77.0,1017.0,8.2,0.0,96.0,3.6,,,none
349,2025-02-15 13:00:00,15,2,13,8.2,2.7,2.8,3.0,100.0,71.0,1017.7,7.8,0.0,38.0,3.0,,,none
350,2025-02-15 14:00:00,15,2,14,8.2,2.7,2.5,0.7,100.0,71.0,1017.8,7.5,0.0,14.0,0.7,,,none
351,2025-02-15 15:00:00,15,2,15,8.2,2.7,2.4,0.4,100.0,71.0,1017.9,7.4,0.0,297.0,0.4,,,none
352,2025-02-15 16:00:00,15,2,16,8.2,2.7,3.3,2.0,99.0,80.0,1018.1,6.5,0.0,280.0,2.0,,,none
353,2025-02-15 17:00:00,15,2,17,8.2,2.7,2.4,1.7,100.0,81.0,1018.5,5.4,0.0,238.0,1.7,,,none
354,2025-02-15 18:00:00,15,2,18,8.2,2.7,2.1,2.3,98.0,85.0,1018.6,4.4,0.0,247.0,2.3,,,none
355,2025-02-15 19:00:00,15,2,19,8.2,2.7,1.9,2.3,72.0,88.0,1018.8,3.8,0.0,241.0,2.3,,,none
356,2025-02-15 20:00:00,15,2,20,8.2,2.7,1.6,1.7,85.0,89.0,1018.7,3.2,0.0,221.0,1.7,,,none
357,2025-02-15 21:00:00,15,2,21,8.2,2.7,1.5,1.9,87.0,91.0,1018.9,2.9,0.0,229.0,1.9,,,none
358,2025-02-15 22:00:00,15,2,22,8.2,2.7,1.5,1.9,74.0,92.0,1019.1,2.7,0.0,241.0,1.9,,,none
359,2025-02-15 23:00:00,15,2,23,8.2,2.7,1.5,1.5,52.0,92.0,1018.9,2.7,0.0,210.0,1.5,,,none
360,2025-02-16 00:00:00,16,2,0,8.2,1.4,1.0,1.0,55.0,93.0,1018.8,2.0,0.0,211.0,1.0,,,none
361,2025-02-16 01:00:00,16,2,1,8.2,1.4,1.4,2.4,56.0,90.0,1018.9,2.8,0.0,253.0,2.4,,,none
362,2025-02-16 02:00:00,16,2,2,8.2,1.4,1.2,1.0,53.0,90.0,1018.4,2.7,0.0,225.0,1.0,,,none
363,2025-02-16 03:00:00,16,2,3,8.2,1.4,0.9,0.4,44.0,91.0,1018.1,2.2,0.0,153.0,0.4,,,none
364,2025-02-16 04:00:00,16,2,4,8.2,1.4,0.6,0.5,88.0,91.0,1018.2,1.9,0.0,45.0,0.5,,,none
365,2025-02-16 05:00:00,16,2,5,8.2,1.4,0.5,0.3,80.0,92.0,1018.2,1.6,0.0,315.0,0.3,,,none
366,2025-02-16 06:00:00,16,2,6,8.2,1.4,0.4,1.5,15.0,93.0,1018.0,1.4,0.0,346.0,1.5,,,none
367,2025-02-16 07:00:00,16,2,7,8.2,1.4,0.3,2.1,26.0,85.0,1018.4,2.6,0.0,345.0,2.1,,,none
368,2025-02-16 08:00:00,16,2,8,8.2,1.4,1.2,2.3,22.0,81.0,1018.1,4.1,0.0,184.0,2.3,,,none
369,2025-02-16 09:00:00,16,2,9,8.2,1.4,2.1,2.8,21.0,80.0,1017.7,5.3,0.0,165.0,2.8,,,none
370,2025-02-16 10:00:00,16,2,10,8.2,1.4,2.6,2.4,34.0,76.0,1016.9,6.5,0.0,132.0,2.4,,,none
371,2025-02-16 11:00:00,16,2,11,8.2,1.4,2.6,2.1,62.0,73.0,1015.9,7.2,0.0,149.0,2.1,,,none
372,2025-02-16 12:00:00,16,2,12,8.2,1.4,2.6,2.7,41.0,68.0,1014.9,8.1,0.0,138.0,2.7,,,none
373,2025-02-16 13:00:00,16,2,13,8.2,1.4,2.8,6.2,32.0,70.0,1015.1,7.9,0.0,213.0,6.2,,,none
374,2025-02-16 14:00:00,16,2,14,8.2,1.4,2.7,6.9,40.0,68.0,1014.9,8.2,0.0,195.0,6.9,,,none
375,2025-02-16 15:00:00,16,2,15,8.2,1.4,2.5,7.0,93.0,68.0,1015.0,8.0,0.0,183.0,7.0,,,none
376,2025-02-16 16:00:00,16,2,16,8.2,1.4,2.7,4.6,100.0,77.0,1015.2,6.5,0.0,206.0,4.6,,,none
377,2025-02-16 17:00:00,16,2,17,8.2,1.4,2.6,2.3,98.0,83.0,1015.4,5.2,0.0,252.0,2.3,,,none
378,2025-02-16 18:00:00,16,2,18,8.2,1.4,1.9,0.6,100.0,84.0,1015.6,4.5,0.0,304.0,0.6,,,none
379,2025-02-16 19:00:00,16,2,19,8.2,1.4,1.7,1.5,100.0,83.0,1015.6,4.3,0.0,346.0,1.5,,,none
380,2025-02-16 20:00:00,16,2,20,8.2,1.4,0.9,0.4,100.0,83.0,1015.9,3.6,0.0,360.0,0.4,,,none
381,2025-02-16 21:00:00,16,2,21,8.2,1.4,0.9,1.9,100.0,85.0,1016.1,3.2,0.0,61.0,1.9,,,none
382,2025-02-16 22:00:00,16,2,22,8.2,1.4,0.3,2.3,88.0,87.0,1016.2,2.2,0.0,61.0,2.3,,,none
383,2025-02-16 23:00:00,16,2,23,8.2,1.4,-0.2,2.3,66.0,89.0,1016.3,1.4,0.0,67.0,2.3,,,none
384,2025-02-17 00:00:00,17,2,0,6.4,0.6,-0.5,0.8,83.0,90.0,1016.3,0.9,0.0,27.0,0.8,,,none
385,2025-02-17 01:00:00,17,2,1,6.4,0.6,1.2,1.3,100.0,89.0,1017.1,2.8,0.0,180.0,1.3,,,none
386,2025-02-17 02:00:00,17,2,2,6.4,0.6,1.6,1.1,100.0,91.0,1016.9,2.8,0.0,171.0,1.1,,,none
387,2025-02-17 03:00:00,17,2,3,6.4,0.6,1.5,1.3,100.0,93.0,1016.9,2.5,0.0,270.0,1.3,,,none
388,2025-02-17 04:00:00,17,2,4,6.4,0.6,1.2,2.0,99.0,91.0,1017.0,2.5,0.1,265.0,2.0,,,none
389,2025-02-17 05:00:00,17,2,5,6.4,0.6,0.7,1.8,100.0,90.0,1017.4,2.1,0.4,264.0,1.8,,,none
390,2025-02-17 06:00:00,17,2,6,6.4,0.6,0.6,1.5,100.0,89.0,1017.9,2.2,0.3,249.0,1.5,,,low
391,2025-02-17 07:00:00,17,2,7,6.4,0.6,1.4,2.6,100.0,96.0,1018.7,2.0,0.3,258.0,2.6,,,low
392,2025-02-17 08:00:00,17,2,8,6.4,0.6,1.6,3.9,100.0,97.0,1018.9,2.1,0.8,233.0,3.9,,,high
393,2025-02-17 09:00:00,17,2,9,6.4,0.6,1.3,2.2,100.0,87.0,1019.1,3.2,0.2,246.0,2.2,,,high
394,2025-02-17 10:00:00,17,2,10,6.4,0.6,1.1,1.5,100.0,80.0,1018.9,4.3,0.0,216.0,1.5,,,high
395,2025-02-17 11:00:00,17,2,11,6.4,0.6,1.5,2.7,100.0,76.0,1018.5,5.3,0.0,200.0,2.7,,,high
396,2025-02-17 12:00:00,17,2,12,6.4,0.6,1.7,1.7,100.0,72.0,1017.7,6.4,0.0,193.0,1.7,,,high
397,2025-02-17 13:00:00,17,2,13,6.4,0.6,-0.8,2.7,79.0,64.0,1018.7,5.4,0.0,307.0,2.7,,,high
398,2025-02-17 14:00:00,17,2,14,6.4,0.6,-1.3,1.7,83.0,61.0,1018.8,5.6,0.0,328.0,1.7,,,high
399,2025-02-17 15:00:00,17,2,15,6.4,0.6,-1.6,2.4,100.0,63.0,1019.3,4.8,0.0,13.0,2.4,,,high
400,2025-02-17 16:00:00,17,2,16,6.4,0.6,-0.8,2.4,100.0,72.0,1020.0,3.8,0.0,17.0,2.4,,,high
401,2025-02-17 17:00:00,17,2,17,6.4,0.6,-1.3,2.3,100.0,74.0,1021.1,2.9,0.0,4.0,2.3,,,high
402,2025-02-17 18:00:00,17,2,18,6.4,0.6,-1.4,2.2,100.0,76.0,1021.9,2.3,0.0,325.0,2.2,,,high
403,2025-02-17 19:00:00,17,2,19,6.4,0.6,-2.0,2.5,100.0,75.0,1022.2,1.9,0.0,315.0,2.5,,,none
404,2025-02-17 20:00:00,17,2,20,6.4,0.6,-2.1,2.2,99.0,77.0,1022.7,1.6,0.0,305.0,2.2,,,none
405,2025-02-17 21:00:00,17,2,21,6.4,0.6,-2.1,2.5,100.0,78.0,1022.9,1.3,0.0,274.0,2.5,,,none
406,2025-02-17 22:00:00,17,2,22,6.4,0.6,-2.3,3.1,100.0,79.0,1023.1,0.9,0.0,273.0,3.1,,,none
407,2025-02-17 23:00:00,17,2,23,6.4,0.6,-2.5,3.4,100.0,79.0,1023.2,0.6,0.0,273.0,3.4,,,none
408,2025-02-18 00:00:00,18,2,0,6.7,-2.1,-2.5,3.1,100.0,80.0,1023.3,0.5,0.0,270.0,3.1,,,none
409,2025-02-18 01:00:00,18,2,1,6.7,-2.1,-3.3,3.0,99.0,77.0,1023.5,0.3,0.0,295.0,3.0,,,none
410,2025-02-18 02:00:00,18,2,2,6.7,-2.1,-3.3,2.2,100.0,77.0,1023.3,0.2,0.0,265.0,2.2,,,none
411,2025-02-18 03:00:00,18,2,3,6.7,-2.1,-2.9,1.6,99.0,81.0,1023.5,-0.1,0.0,270.0,1.6,,,none
412,2025-02-18 04:00:00,18,2,4,6.7,-2.1,-3.1,1.6,93.0,82.0,1023.8,-0.4,0.0,264.0,1.6,,,none
413,2025-02-18 05:00:00,18,2,5,6.7,-2.1,-3.6,1.6,97.0,83.0,1023.9,-1.0,0.0,297.0,1.6,,,none
414,2025-02-18 06:00:00,18,2,6,6.7,-2.1,-3.5,2.3,89.0,83.0,1024.3,-1.0,0.0,321.0,2.3,,,low
415,2025-02-18 07:00:00,18,2,7,6.7,-2.1,-3.7,3.1,85.0,76.0,1024.7,0.1,0.0,306.0,3.1,,,low
416,2025-02-18 08:00:00,18,2,8,6.7,-2.1,-3.4,3.0,69.0,71.0,1024.4,1.4,0.0,232.0,3.0,,,high
417,2025-02-18 09:00:00,18,2,9,6.7,-2.1,-2.8,3.5,55.0,67.0,1024.2,2.8,0.0,208.0,3.5,,,high
418,2025-02-18 10:00:00,18,2,10,6.7,-2.1,-2.3,3.8,44.0,64.0,1023.7,4.0,0.0,183.0,3.8,,,high
419,2025-02-18 11:00:00,18,2,11,6.7,-2.1,-1.9,3.7,40.0,60.0,1022.8,5.2,0.0,169.0,3.7,,,high
420,2025-02-18 12:00:00,18,2,12,6.7,-2.1,-2.0,3.8,85.0,55.0,1021.9,6.3,0.0,163.0,3.8,,,high
421,2025-02-18 13:00:00,18,2,13,6.7,-2.1,-1.7,4.5,97.0,55.0,1022.3,6.7,0.0,304.0,4.5,,,high
422,2025-02-18 14:00:00,18,2,14,6.7,-2.1,-2.6,6.7,86.0,52.0,1022.2,6.5,0.0,324.0,6.7,,,high
423,2025-02-18 15:00:00,18,2,15,6.7,-2.1,-3.3,7.7,70.0,52.0,1022.1,5.9,0.0,342.0,7.7,,,high
424,2025-02-18 16:00:00,18,2,16,6.7,-2.1,-1.2,2.9,44.0,69.0,1022.6,4.0,0.0,7.0,2.9,,,high
425,2025-02-18 17:00:00,18,2,17,6.7,-2.1,-2.7,3.9,20.0,73.0,1023.8,1.7,0.0,28.0,3.9,,,high
426,2025-02-18 18:00:00,18,2,18,6.7,-2.1,-3.8,3.6,13.0,77.0,1024.8,-0.3,0.0,20.0,3.6,,,high
427,2025-02-18 19:00:00,18,2,19,6.7,-2.1,-4.6,2.7,35.0,80.0,1025.7,-1.6,0.0,356.0,2.7,,,none
428,2025-02-18 20:00:00,18,2,20,6.7,-2.1,-5.0,3.0,42.0,81.0,1026.9,-2.1,0.0,322.0,3.0,,,none
429,2025-02-18 21:00:00,18,2,21,6.7,-2.1,-5.0,3.3,47.0,80.0,1027.7,-2.1,0.0,292.0,3.3,,,none
430,2025-02-18 22:00:00,18,2,22,6.7,-2.1,-4.7,4.4,45.0,80.0,1028.2,-1.7,0.0,291.0,4.4,,,none
431,2025-02-18 23:00:00,18,2,23,6.7,-2.1,-4.5,5.4,59.0,82.0,1028.6,-1.8,0.0,291.0,5.4,,,none
432,2025-02-19 00:00:00,19,2,0,3.7,-4.3,-4.4,5.4,92.0,83.0,1029.0,-1.9,0.0,290.0,5.4,,,none
433,2025-02-19 01:00:00,19,2,1,3.7,-4.3,-3.5,5.2,90.0,82.0,1029.0,-0.8,0.0,250.0,5.2,,,none
434,2025-02-19 02:00:00,19,2,2,3.7,-4.3,-3.7,5.4,86.0,80.0,1029.1,-0.7,0.0,230.0,5.4,,,none
435,2025-02-19 03:00:00,19,2,3,3.7,-4.3,-4.0,3.4,56.0,79.0,1029.5,-0.7,0.0,205.0,3.4,,,none
436,2025-02-19 04:00:00,19,2,4,3.7,-4.3,-3.6,1.6,54.0,80.0,1030.1,-0.6,0.0,180.0,1.6,,,none
437,2025-02-19 05:00:00,19,2,5,3.7,-4.3,-3.7,0.3,64.0,81.0,1030.9,-0.9,0.0,135.0,0.3,,,none
438,2025-02-19 06:00:00,19,2,6,3.7,-4.3,-6.2,2.3,66.0,66.0,1031.6,-0.7,0.0,4.0,2.3,,,low
439,2025-02-19 07:00:00,19,2,7,3.7,-4.3,-7.3,2.7,7.0,61.0,1032.4,-0.8,0.0,323.0,2.7,,,low
440,2025-02-19 08:00:00,19,2,8,3.7,-4.3,-7.5,2.8,2.0,57.0,1032.6,0.0,0.0,315.0,2.8,,,high
441,2025-02-19 09:00:00,19,2,9,3.7,-4.3,-8.2,4.0,8.0,49.0,1032.6,1.3,0.0,355.0,4.0,,,high
442,2025-02-19 10:00:00,19,2,10,3.7,-4.3,-8.4,5.2,42.0,45.0,1032.1,2.5,0.0,2.0,5.2,,,high
443,2025-02-19 11:00:00,19,2,11,3.7,-4.3,-8.0,5.8,44.0,45.0,1031.6,2.9,0.0,2.0,5.8,,,high
444,2025-02-19 12:00:00,19,2,12,3.7,-4.3,-8.3,5.6,65.0,42.0,1030.9,3.5,0.0,4.0,5.6,,,high
445,2025-02-19 13:00:00,19,2,13,3.7,-4.3,-8.1,5.8,1.0,42.0,1030.8,3.7,0.0,14.0,5.8,,,high
446,2025-02-19 14:00:00,19,2,14,3.7,-4.3,-8.8,5.3,0.0,40.0,1030.9,3.5,0.0,8.0,5.3,,,high
447,2025-02-19 15:00:00,19,2,15,3.7,-4.3,-9.6,6.0,0.0,39.0,1031.0,3.0,0.0,7.0,6.0,,,high
448,2025-02-19 16:00:00,19,2,16,3.7,-4.3,-5.8,2.5,0.0,59.0,1031.4,1.2,0.0,21.0,2.5,,,high
449,2025-02-19 17:00:00,19,2,17,3.7,-4.3,-7.1,2.1,0.0,60.0,1032.0,-0.2,0.0,75.0,2.1,,,high
450,2025-02-19 18:00:00,19,2,18,3.7,-4.3,-7.7,1.0,0.0,62.0,1032.7,-1.4,0.0,31.0,1.0,,,high
451,2025-02-19 19:00:00,19,2,19,3.7,-4.3,-7.8,3.1,0.0,68.0,1032.9,-2.8,0.0,357.0,3.1,,,none
452,2025-02-19 20:00:00,19,2,20,3.7,-4.3,-8.4,3.9,0.0,68.0,1033.3,-3.3,0.0,336.0,3.9,,,none
453,2025-02-19 21:00:00,19,2,21,3.7,-4.3,-8.3,4.1,0.0,71.0,1033.3,-3.7,0.0,322.0,4.1,,,none
454,2025-02-19 22:00:00,19,2,22,3.7,-4.3,-8.0,3.2,0.0,74.0,1033.6,-4.1,0.0,317.0,3.2,,,none
455,2025-02-19 23:00:00,19,2,23,3.7,-4.3,-7.8,1.8,0.0,77.0,1033.7,-4.3,0.0,323.0,1.8,,,none
456,2025-02-20 00:00:00,20,2,0,4.6,-6.2,-7.9,1.1,0.0,75.0,1034.0,-4.2,0.0,342.0,1.1,,,none
457,2025-02-20 01:00:00,20,2,1,4.6,-6.2,-9.2,2.3,0.0,73.0,1034.3,-5.1,0.0,321.0,2.3,,,none
458,2025-02-20 02:00:00,20,2,2,4.6,-6.2,-10.2,2.3,0.0,68.0,1034.2,-5.3,0.0,328.0,2.3,,,none
459,2025-02-20 03:00:00,20,2,3,4.6,-6.2,-11.2,1.6,0.0,65.0,1034.2,-5.7,0.0,333.0,1.6,,,none
460,2025-02-20 04:00:00,20,2,4,4.6,-6.2,-12.2,1.3,0.0,62.0,1034.2,-6.0,0.0,344.0,1.3,,,none
461,2025-02-20 05:00:00,20,2,5,4.6,-6.2,-13.3,0.9,0.0,57.0,1034.4,-6.2,0.0,349.0,0.9,,,none
462,2025-02-20 06:00:00,20,2,6,4.6,-6.2,-14.5,0.9,0.0,49.0,1034.7,-5.4,0.0,349.0,0.9,,,low
463,2025-02-20 07:00:00,20,2,7,4.6,-6.2,-14.5,0.4,0.0,40.0,1034.9,-2.8,0.0,27.0,0.4,,,low
464,2025-02-20 08:00:00,20,2,8,4.6,-6.2,-13.9,2.6,0.0,36.0,1034.5,-0.7,0.0,164.0,2.6,,,high
465,2025-02-20 09:00:00,20,2,9,4.6,-6.2,-14.3,3.5,0.0,31.0,1034.2,1.0,0.0,152.0,3.5,,,high
466,2025-02-20 10:00:00,20,2,10,4.6,-6.2,-14.0,3.2,12.0,29.0,1033.6,2.4,0.0,133.0,3.2,,,high
467,2025-02-20 11:00:00,20,2,11,4.6,-6.2,-11.7,3.1,29.0,32.0,1032.4,3.6,0.0,135.0,3.1,,,high
468,2025-02-20 12:00:00,20,2,12,4.6,-6.2,-10.4,4.1,6.0,33.0,1031.6,4.6,0.0,142.0,4.1,,,high
469,2025-02-20 13:00:00,20,2,13,4.6,-6.2,-9.9,4.2,0.0,35.0,1031.8,4.4,0.0,175.0,4.2,,,high
470,2025-02-20 14:00:00,20,2,14,4.6,-6.2,-9.6,4.5,0.0,35.0,1031.4,4.6,0.0,173.0,4.5,,,high
471,2025-02-20 15:00:00,20,2,15,4.6,-6.2,-7.1,3.7,0.0,44.0,1031.0,3.9,0.0,169.0,3.7,,,high
472,2025-02-20 16:00:00,20,2,16,4.6,-6.2,-8.4,3.0,0.0,49.0,1031.2,1.2,0.0,163.0,3.0,,,high
473,2025-02-20 17:00:00,20,2,17,4.6,-6.2,-9.9,0.6,0.0,45.0,1031.6,0.6,0.0,214.0,0.6,,,high
474,2025-02-20 18:00:00,20,2,18,4.6,-6.2,-9.8,0.5,0.0,50.0,1031.7,-0.6,0.0,360.0,0.5,,,high
475,2025-02-20 19:00:00,20,2,19,4.6,-6.2,-9.7,0.7,0.0,56.0,1032.2,-2.1,0.0,346.0,0.7,,,none
476,2025-02-20 20:00:00,20,2,20,4.6,-6.2,-9.9,0.4,0.0,59.0,1032.5,-2.9,0.0,333.0,0.4,,,none
477,2025-02-20 21:00:00,20,2,21,4.6,-6.2,-10.1,0.2,0.0,60.0,1032.5,-3.4,0.0,360.0,0.2,,,none
478,2025-02-20 22:00:00,20,2,22,4.6,-6.2,-11.7,0.2,0.0,54.0,1032.8,-3.7,0.0,360.0,0.2,,,none
479,2025-02-20 23:00:00,20,2,23,4.6,-6.2,-12.3,0.2,0.0,52.0,1033.1,-3.8,0.0,360.0,0.2,,,none
480,2025-02-21 00:00:00,21,2,0,7.0,-5.2,-12.7,0.3,0.0,50.0,1033.5,-3.8,0.0,315.0,0.3,,,none
481,2025-02-21 01:00:00,21,2,1,7.0,-5.2,-9.3,0.4,0.0,65.0,1033.9,-3.6,0.0,297.0,0.4,,,none
482,2025-02-21 02:00:00,21,2,2,7.0,-5.2,-9.6,0.4,0.0,65.0,1034.0,-4.0,0.0,297.0,0.4,,,none
483,2025-02-21 03:00:00,21,2,3,7.0,-5.2,-9.9,0.6,0.0,65.0,1034.1,-4.4,0.0,288.0,0.6,,,none
484,2025-02-21 04:00:00,21,2,4,7.0,-5.2,-10.1,0.9,0.0,67.0,1034.3,-4.9,0.0,281.0,0.9,,,none
485,2025-02-21 05:00:00,21,2,5,7.0,-5.2,-10.3,0.9,0.0,67.0,1034.6,-5.2,0.0,270.0,0.9,,,none
486,2025-02-21 06:00:00,21,2,6,7.0,-5.2,-10.2,0.4,0.0,65.0,1035.0,-4.7,0.0,243.0,0.4,,,low
